region,plant_id_eia
p43,7505
p9,7507
p5,7508
p2,7511
p65,7512
p134,7513
p53,7515
p9,7526
p9,7527
p116,7537
p98,7538
p21,7541
p50,7545
p50,7546
p25,7548
p79,7549
p9,7551
p9,7552
p41,7555
p111,7575
p111,7576
p112,7577
p112,7578
p111,7579
p111,7580
p127,7583
p70,7584
p1,7588
p31,7593
p116,7594
p70,7595
p75,7602
p112,7603
p84,7604
p2,7605
p1,7627
p9,7646
p96,7652
p112,7657
p48,7678
p122,7690
p10,7693
p90,7697
p90,7698
p101,7699
p122,7701
p101,7705
p70,7706
p94,7709
p90,7710
p91,7715
p87,7719
p90,7721
p92,7722
p5,7725
p34,7730
p96,7737
p84,7749
p54,7754
p51,7757
p69,7758
p106,7759
p83,7760
p107,7763
p94,7764
p53,7766
p25,7767
p94,7768
p80,7770
p40,7771
p111,7774
p112,7775
p112,7776
p112,7777
p112,7778
p112,7779
p112,7780
p112,7781
p114,7782
p111,7783
p127,7784
p31,7789
p26,7790
p112,7791
p75,7795
p99,7797
p99,7798
p75,7799
p98,7805
p103,7806
p114,7807
p77,7810
p94,7813
p95,7814
p81,7818
p74,7820
p74,7821
p76,7822
p10,7824
p85,7825
p97,7826
p112,7827
p112,7828
p94,7829
p103,7831
p2,7832
p95,7834
p123,7835
p99,7836
p99,7837
p99,7838
p99,7839
p81,7842
p68,7843
p43,7844
p92,7845
p101,7846
p45,7847
p54,7848
p70,7849
p45,7850
p69,7851
p45,7853
p80,7854
p42,7855
p70,7856
p70,7857
p81,7858
p71,7860
p46,7863
p70,7865
p1,7867
p128,7869
p1,7870
p112,7872
p101,7873
p112,7874
p111,7878
p75,7882
p92,7883
p75,7886
p41,7887
p83,7888
p83,7891
p90,7897
p112,7898
p64,7900
p76,7901
p57,7902
p55,7903
p9,7907
p127,7909
p127,7910
p10,7911
p128,7912
p127,7913
p127,7914
p127,7915
p94,7916
p94,7917
p112,7918
p111,7919
p70,7920
p70,7921
p70,7922
p89,7924
p68,7925
p69,7926
p92,7927
p53,7928
p53,7929
p53,7930
p5,7931
p103,7932
p80,7934
p54,7935
p2,7936
p33,7937
p99,7940
p99,7941
p10,7942
p54,7944
p94,7946
p42,7947
p107,7948
p15,7953
p101,7954
p41,7955
p95,7957
p96,7958
p88,7960
p125,7962
p72,7964
p41,7965
p45,7966
p31,7967
p103,7970
p70,7971
p103,7972
p53,7973
p38,7974
p31,7975
p53,7976
p44,7977
p95,7981
p44,7982
p103,7984
p70,7985
p10,7987
p87,7988
p87,7989
p83,7990
p78,7991
p34,7995
p101,7997
p28,7998
p2,7999
p40,8000
p130,8002
p131,8004
p131,8005
p127,8006
p128,8007
p126,8008
p127,8009
p25,8010
p122,8011
p122,8012
p46,8013
p85,8015
p82,8016
p74,8019
p53,8020
p3,8022
p76,8023
p75,8024
p43,8025
p23,8026
p43,8027
p22,8028
p70,8029
p23,8030
p45,8031
p38,8034
p41,8036
p53,8037
p97,8042
p101,8048
p101,8049
p76,8050
p127,8053
p87,8054
p85,8055
p58,8056
p50,8059
p63,8063
p21,8066
p33,8067
p28,8068
p25,8069
p5,8073
p9,8076
p34,8100
p112,8102
p42,8105
p70,8106
p70,8108
p54,8110
p34,8219
p36,8222
p29,8223
p12,8224
p122,8225
p115,8226
p126,8227
p27,8902
p127,8906
p127,8907
p131,9038
p3,9095
p3,9096
p78,9674
p1,9842
p131,9864
p10,10002
p9,10005
p126,10012
p43,10013
p15,10014
p12,10018
p10,10027
p125,10030
p9,10034
p130,10036
p126,10043
p126,10045
p16,10049
p98,10051
p9,10052
p102,10062
p132,10063
p134,10066
p33,10070
p99,10071
p43,10075
p33,10081
p10,10090
p126,10099
p130,10109
p122,10113
p127,10116
p122,10118
p94,10121
p127,10124
p129,10137
p18,10138
p10,10139
p16,10140
p122,10143
p74,10148
p116,10151
p122,10152
p99,10155
p9,10156
p10,10162
p134,10165
p9,10168
p10,10169
p70,10171
p95,10173
p131,10176
p33,10180
p130,10183
p134,10186
p127,10190
p10,10191
p127,10196
p127,10197
p9,10199
p127,10214
p127,10218
p127,10219
p127,10220
p127,10221
p10,10222
p127,10237
p127,10238
p91,10250
p9,10253
p134,10255
p98,10258
p130,10276
p53,10279
p115,10285
p12,10287
p130,10290
p9,10294
p16,10296
p10,10300
p131,10307
p126,10308
p5,10323
p5,10324
p16,10325
p134,10338
p31,10339
p9,10342
p122,10343
p103,10346
p101,10347
p9,10349
p9,10350
p134,10354
p134,10356
p9,10367
p9,10368
p9,10369
p9,10370
p9,10371
p9,10373
p98,10378
p98,10379
p98,10380
p98,10381
p98,10382
p11,10386
p11,10387
p9,10388
p9,10389
p9,10390
p9,10391
p9,10392
p10,10395
p127,10403
p9,10405
p33,10421
p33,10422
p33,10423
p33,10424
p122,10433
p126,10435
p10,10437
p10,10438
p10,10439
p10,10440
p10,10441
p10,10442
p10,10443
p10,10444
p10,10446
p46,10453
p8,10458
p127,10464
p127,10467
p9,10469
p10,10479
p10,10480
p10,10481
p127,10490
p134,10493
p129,10494
p134,10495
p10,10496
p10,10501
p127,10503
p130,10519
p80,10520
p134,10523
p98,10525
p130,10526
p127,10530
p127,10531
p103,10532
p127,10538
p127,10539
p127,10540
p127,10544
p127,10545
p115,10546
p127,10547
p127,10549
p97,10550
p134,10555
p131,10556
p126,10566
p132,10567
p130,10570
p10,10586
p58,10593
p10,10597
p122,10603
p129,10608
p127,10617
p127,10620
p127,10621
p123,10629
p10,10631
p10,10632
p99,10633
p10,10634
p10,10635
p9,10640
p122,10641
p128,10642
p126,10643
p132,10646
p10,10648
p10,10649
p10,10650
p9,10652
p67,10670
p50,10671
p101,10672
p132,10675
p115,10676
p10,10677
p121,10678
p33,10682
p43,10686
p127,10687
p131,10694
p9,10706
p9,10707
p9,10708
p9,10709
p10,10718
p127,10725
p131,10726
p134,10728
p122,10731
p9,10733
p15,10735
p6,10737
p9,10738
p15,10740
p67,10741
p116,10743
p103,10745
p122,10746
p126,10751
p127,10752
p127,10753
p33,10755
p10,10759
p13,10761
p10,10763
p9,10764
p134,10765
p134,10766
p9,10767
p10,10768
p10,10769
p99,10771
p9,10772
p99,10773
p99,10774
p10,10776
p8,10777
p15,10781
p20,10784
p95,10787
p118,10798
p95,10799
p95,10800
p95,10801
p131,10802
p127,10803
p126,10805
p15,10806
p15,10807
p16,10808
p16,10809
p11,10810
p11,10811
p11,10812
p9,10815
p127,10817
p103,10819
p103,10822
p131,10824
p131,10825
p9,10836
p130,10838
p130,10839
p127,10848
p10,10850
p6,10869
p122,10870
p127,10872
p10,10873
p10,10874
p10,10875
p10,10878
p10,10879
p9,10880
p9,10881
p9,10882
p127,10902
p80,10903
p9,50001
p131,50002
p10,50003
p126,50006
p127,50031
p127,50034
p116,50036
p10,50037
p122,50039
p134,50047
p9,50062
p9,50066
p122,50074
p10,50076
p127,50079
p134,50080
p134,50081
p134,50082
p3,50091
p127,50093
p15,50099
p130,50103
p5,50105
p63,50109
p9,50111
p127,50123
p129,50126
p63,50127
p9,50128
p9,50129
p9,50131
p10,50134
p65,50137
p11,50147
p9,50156
p103,50157
p103,50158
p103,50159
p103,50160
p131,50166
p99,50175
p127,50176
p133,50177
p99,50178
p8,50179
p9,50180
p94,50201
p127,50202
p34,50206
p130,50208
p10,50210
p122,50215
p9,50218
p9,50219
p9,50223
p134,50225
p2,50228
p10,50233
p94,50242
p134,50243
p43,50252
p12,50261
p33,50267
p127,50268
p127,50269
p98,50271
p131,50273
p10,50276
p127,50277
p134,50278
p122,50279
p127,50280
p10,50281
p130,50285
p131,50290
p128,50292
p9,50293
p9,50298
p9,50299
p10,50300
p126,50311
p130,50312
p127,50315
p9,50322
p15,50323
p130,50324
p43,50328
p127,50346
p128,50348
p9,50350
p130,50351
p9,50352
p130,50353
p127,50354
p7,50360
p7,50361
p7,50362
p10,50363
p133,50365
p122,50373
p10,50375
p3,50380
p2,50382
p130,50384
p126,50385
p10,50386
p9,50393
p9,50400
p90,50407
p75,50408
p74,50409
p130,50414
p127,50416
p131,50419
p2,50421
p2,50423
p103,50433
p33,50435
p103,50436
p103,50437
p75,50439
p127,50449
p127,50450
p127,50451
p127,50458
p127,50472
p10,50485
p10,50493
p10,50494
p10,50495
p126,50497
p132,50498
p127,50512
p127,50513
p127,50514
p10,50532
p10,50533
p9,50534
p10,50535
p10,50536
p129,50539
p10,50541
p131,50545
p9,50546
p10,50552
p10,50553
p98,50555
p50,50558
p9,50560
p126,50561
p80,50563
p132,50564
p127,50565
p81,50566
p127,50568
p63,50569
p92,50570
p9,50571
p102,50572
p80,50573
p80,50575
p79,50576
p79,50577
p122,50578
p122,50611
p10,50612
p60,50615
p101,50629
p5,50630
p9,50632
p43,50636
p132,50648
p134,50650
p127,50651
p127,50652
p12,50654
p128,50656
p123,50657
p99,50658
p131,50661
p101,50666
p33,50676
p134,50688
p10,50690
p126,50693
p134,50699
p2,50700
p134,50702
p130,50704
p33,50707
p33,50709
p9,50712
p129,50713
p15,50718
p82,50721
p132,50736
p130,50739
p130,50741
p127,50744
p9,50748
p10,50754
p9,50755
p134,50758
p127,50759
p12,50760
p10,50762
p12,50763
p10,50764
p12,50765
p10,50766
p127,50768
p103,50770
p122,50771
p103,50772
p101,50774
p122,50776
p126,50788
p126,50799
p67,50815
p9,50818
p9,50819
p10,50820
p10,50821
p1,50827
p9,50831
p131,50832
p103,50835
p10,50837
p10,50850
p10,50851
p126,50852
p101,50858
p122,50859
p9,50864
p9,50865
p130,50872
p130,50873
p134,50874
p101,50875
p10,50876
p131,50877
p131,50878
p122,50879
p131,50880
p9,50881
p127,50882
p132,50883
p101,50884
p126,50885
p3,50886
p102,50887
p122,50888
p97,50890
p15,50891
p9,50892
p115,50893
p115,50894
p15,50895
p15,50896
p115,50897
p115,50898
p80,50904
p5,50917
p5,50921
p20,50931
p76,50936
p6,50938
p101,50949
p25,50951
p9,50961
p8,50964
p99,50966
p9,50968
p16,50972
p122,50974
p102,50976
p127,50978
p5,50980
p15,50987
p6,50993
p134,50999
p129,51026
p133,51030
p127,51033
p127,51034
p99,52007
p101,52010
p12,52015
p99,52019
p131,52026
p129,52033
p122,52036
p25,52039
p130,52041
p95,52049
p99,52051
p68,52054
p128,52056
p127,52057
p127,52058
p126,52068
p63,52071
p99,52087
p67,52088
p127,52091
p99,52118
p12,52138
p10,52142
p5,52155
p9,52158
p10,52160
p10,52161
p10,52162
p10,52163
p10,52165
p131,52166
p9,52169
p134,52171
p115,52173
p12,52174
p60,52176
p9,52186
p5,52187
p11,52204
p9,52205
p10,52206
p17,54006
p10,54015
p10,54017
p102,54033
p127,54034
p98,54035
p10,54038
p127,54041
p99,54045
p99,54047
p2,54050
p2,54051
p133,54056
p103,54057
p127,54076
p99,54081
p10,54111
p127,54114
p134,54123
p134,54124
p127,54131
p134,54134
p33,54142
p122,54144
p134,54148
p128,54149
p134,54202
p9,54219
p9,54238
p11,54242
p14,54249
p5,54251
p10,54258
p9,54261
p1,54267
p13,54271
p56,54283
p43,54285
p10,54298
p10,54299
p10,54300
p132,54301
p132,54302
p99,54304
p15,54306
p9,54308
p133,54324
p10,54327
p11,54337
p103,54340
p103,54341
p103,54342
p10,54343
p13,54349
p13,54350
p129,54355
p101,54365
p10,54371
p130,54384
p132,54385
p15,54386
p1,54387
p127,54391
p94,54392
p16,54394
p127,54395
p103,54415
p130,54418
p101,54423
p101,54424
p101,54426
p9,54453
p10,54454
p101,54466
p8,54468
p9,54469
p130,54471
p1,54476
p15,54514
p15,54524
p127,54526
p101,54529
p103,54536
p1,54537
p94,54538
p103,54539
p128,54541
p127,54547
p127,54548
p103,54549
p9,54554
p9,54555
p15,54558
p9,54561
p9,54567
p122,54571
p130,54572
p127,54573
p127,54574
p15,54578
p15,54579
p127,54580
p131,54586
p127,54592
p127,54593
p131,54620
p10,54626
p102,54627
p122,54634
p130,54639
p126,54640
p10,54647
p10,54650
p9,54653
p9,54654
p99,54655
p80,54659
p79,54661
p80,54662
p130,54663
p12,54665
p12,54666
p16,54668
p15,54674
p67,54676
p58,54678
p33,54679
p33,54680
p10,54681
p10,54682
p10,54685
p10,54686
p10,54687
p133,54688
p10,54689
p127,54691
p122,54693
p28,54694
p70,54700
p70,54710
p69,54712
p70,54714
p70,54715
p70,54716
p70,54717
p69,54718
p70,54719
p70,54720
p5,54721
p99,54723
p10,54724
p33,54729
p70,54735
p122,54746
p11,54749
p10,54750
p103,54751
p16,54753
p98,54755
p103,54756
p103,54757
p132,54758
p5,54761
p99,54766
p10,54768
p127,54772
p99,54781
p127,54782
p122,54785
p45,54793
p44,54794
p131,54805
p15,54812
p94,54813
p31,54814
p63,54817
p123,54832
p76,54842
p99,54844
p134,54852
p13,54854
p1,54860
p127,54865
p76,54885
p103,54890
p98,54894
p97,54895
p97,54896
p97,54897
p97,54898
p97,54899
p92,54900
p92,54901
p103,54903
p10,54909
p103,54910
p127,54914
p103,54915
p105,54925
p105,54926
p70,54929
p70,54930
p10,54931
p122,54934
p43,54939
p132,54945
p127,54953
p105,54956
p61,54966
p70,54967
p45,54968
p80,54969
p111,54974
p60,54979
p126,54980
p131,54981
p97,54984
p90,54985
p103,54989
p10,54996
p130,55006
p16,55007
p9,55009
p43,55010
p79,55011
p80,55014
p67,55015
p131,55026
p75,55029
p31,55039
p94,55040
p131,55041
p132,55042
p95,55043
p67,55047
p133,55048
p80,55054
p94,55061
p64,55062
p87,55063
p48,55064
p48,55065
p80,55067
p134,55068
p122,55074
p85,55075
p88,55076
p13,55077
p131,55079
p88,55080
p92,55081
p9,55084
p65,55086
p103,55087
p103,55088
p14,55090
p63,55091
p131,55093
p11,55094
p105,55096
p63,55097
p65,55098
p86,55099
p134,55100
p104,55101
p103,55102
p6,55103
p66,55104
p133,55107
p80,55109
p114,55110
p105,55111
p9,55112
p97,55116
p65,55123
p27,55124
p5,55125
p132,55126
p33,55127
p94,55128
p28,55129
p80,55131
p63,55132
p76,55135
p64,55137
p90,55138
p63,55139
p94,55141
p122,55142
p64,55144
p51,55146
p107,55148
p132,55149
p10,55151
p64,55153
p64,55154
p127,55155
p99,55156
p126,55159
p10,55160
p10,55161
p101,55162
p132,55163
p109,55164
p58,55165
p95,55166
p64,55168
p130,55170
p63,55172
p58,55173
p80,55174
p57,55176
p27,55177
p54,55178
p14,55179
p10,55182
p80,55183
p67,55187
p81,55188
p101,55192
p122,55193
p115,55196
p88,55197
p110,55198
p80,55199
p33,55200
p83,55201
p81,55202
p33,55203
p81,55204
p65,55206
p33,55207
p44,55208
p31,55210
p131,55211
p131,55212
p62,55215
p80,55216
p9,55217
p87,55218
p87,55219
p87,55220
p85,55221
p80,55222
p63,55223
p107,55224
p51,55225
p63,55226
p112,55228
p105,55229
p63,55230
p122,55231
p93,55232
p122,55233
p72,55234
p80,55236
p83,55237
p80,55238
p126,55239
p90,55241
p91,55242
p127,55243
p94,55244
p112,55247
p80,55250
p92,55251
p80,55253
p105,55259
p111,55262
p112,55263
p112,55264
p44,55265
p94,55267
p87,55269
p103,55270
p90,55271
p117,55276
p80,55279
p80,55281
p28,55282
p34,55283
p117,55284
p118,55285
p102,55286
p45,55287
p134,55288
p89,55292
p89,55293
p134,55294
p10,55295
p80,55296
p104,55297
p122,55298
p67,55299
p25,55302
p94,55304
p28,55306
p131,55317
p102,55318
p63,55320
p13,55322
p66,55327
p5,55328
p94,55332
p9,55333
p83,55334
p122,55337
p10,55339
p85,55340
p44,55342
p31,55343
p11,55345
p115,55347
p111,55348
p116,55349
p112,55350
p44,55353
p44,55354
p67,55357
p66,55358
p105,55364
p67,55365
p62,55367
p127,55368
p122,55370
p28,55372
p127,55375
p115,55377
p85,55380
p124,55381
p94,55382
p96,55386
p78,55391
p80,55392
p9,55393
p87,55395
p10,55396
p112,55397
p61,55399
p10,55400
p112,55401
p103,55402
p58,55404
p127,55405
p94,55406
p90,55409
p90,55411
p101,55412
p101,55414
p101,55415
p83,55417
p85,55418
p101,55422
p58,55433
p80,55438
p99,55439
p90,55440
p72,55447
p88,55451
p34,55453
p28,55455
p50,55457
p104,55460
p50,55463
p67,55464
p86,55467
p23,55477
p32,55478
p23,55479
p63,55480
p28,55481
p2,55482
p58,55486
p97,55488
p12,55494
p83,55496
p9,55499
p50,55501
p107,55502
p112,55503
p34,55504
p33,55505
p9,55508
p11,55510
p11,55512
p11,55513
p13,55514
p115,55516
p132,55517
p10,55518
p28,55522
p122,55524
p67,55526
p97,55534
p11,55538
p11,55540
p10,55541
p11,55542
p6,55544
p65,55545
p66,55551
p67,55552
p67,55554
p66,55555
p66,55556
p2,55560
p44,55561
p44,55562
p44,55563
p44,55564
p44,55565
p44,55566
p44,55567
p44,55568
p44,55569
p44,55570
p44,55571
p44,55572
p44,55573
p44,55574
p42,55576
p61,55578
p48,55579
p62,55581
p131,55584
p131,55585
p131,55586
p99,55587
p64,55588
p131,55589
p131,55590
p80,55591
p80,55592
p80,55594
p103,55595
p103,55596
p103,55597
p43,55598
p97,55599
p127,55600
p10,55601
p11,55602
p9,55603
p126,55604
p111,55605
p24,55607
p24,55608
p24,55609
p24,55610
p112,55611
p126,55618
p86,55620
p25,55622
p9,55625
p9,55626
p9,55627
p80,55640
p78,55641
p33,55645
p33,55650
p50,55651
p120,55654
p50,55655
p10,55656
p130,55661
p2,55662
p57,55664
p122,55667
p94,55672
p46,55684
p46,55685
p13,55687
p122,55690
p88,55694
p9,55698
p127,55699
p2,55700
p111,55701
p88,55706
p66,55708
p115,55710
p85,55714
p103,55718
p10,55719
p15,55733
p53,55734
p112,55736
p118,55738
p5,55739
p24,55740
p33,55741
p77,55742
p61,55747
p9,55748
p18,55749
p127,55757
p81,55759
p80,55760
p80,55761
p83,55762
p80,55763
p81,55764
p122,55765
p80,55767
p127,55769
p78,55770
p1,55772
p80,55773
p80,55774
p131,55776
p128,55778
p130,55779
p44,55782
p128,55786
p128,55787
p127,55790
p61,55795
p61,55796
p122,55801
p31,55802
p122,55803
p45,55804
p115,55805
p9,55807
p44,55809
p9,55810
p9,55811
p9,55813
p45,55816
p1,55818
p101,55821
p101,55833
p33,55835
p76,55836
p13,55841
p9,55847
p10,55853
p9,55855
p81,55856
p132,55860
p17,55866
p43,55867
p5,55871
p9,55874
p9,55875
p123,55885
p101,55893
p75,55925
p96,55927
p92,55928
p92,55929
p33,55931
p9,55933
p10,55934
p10,55935
p80,55936
p126,55938
p100,55939
p103,55944
p10,55951
p118,55953
p118,55954
p9,55963
p94,55965
p134,55967
p60,55968
p128,55969
p9,55970
p41,55972
p122,55976
p31,55977
p44,55980
p44,55981
p10,55983
p10,55984
p11,55985
p116,55986
p50,55987
p12,55988
p5,55989
p111,55990
p12,55991
p61,55992
p37,55995
p70,55996
p120,55997
p46,55998
p131,55999
p122,56001
p44,56002
p99,56004
p99,56005
p99,56006
p45,56010
p10,56011
p10,56012
p45,56013
p94,56015
p3,56017
p90,56018
p53,56022
p70,56025
p9,56026
p76,56031
p128,56032
p98,56035
p123,56038
p10,56039
p123,56040
p10,56041
p10,56046
p132,56047
p122,56052
p83,56053
p43,56054
p97,56059
p97,56060
p97,56061
p97,56062
p97,56063
p97,56064
p97,56065
p97,56066
p97,56067
p79,56068
p76,56069
p78,56070
p70,56072
p70,56073
p70,56074
p9,56075
p9,56078
p85,56079
p50,56081
p38,56092
p21,56093
p50,56094
p47,56097
p37,56098
p37,56099
p43,56100
p25,56102
p68,56104
p39,56106
p58,56108
p60,56111
p10,56112
p65,56113
p81,56114
p83,56116
p83,56117
p83,56118
p126,56119
p96,56120
p95,56121
p96,56122
p44,56123
p10,56125
p71,56126
p71,56127
p71,56128
p95,56129
p95,56131
p95,56132
p9,56135
p127,56141
p44,56142
p10,56143
p10,56144
p38,56148
p46,56149
p94,56150
p54,56151
p44,56153
p80,56160
p40,56162
p43,56164
p79,56166
p10,56167
p126,56169
p10,56170
p10,56171
p45,56172
p34,56173
p44,56174
p83,56176
p25,56177
p111,56181
p9,56184
p9,56185
p128,56188
p132,56189
p69,56194
p5,56195
p127,56196
p44,56199
p44,56200
p44,56201
p44,56202
p44,56203
p44,56204
p44,56205
p44,56206
p68,56207
p68,56208
p44,56209
p68,56210
p60,56211
p60,56212
p9,56213
p45,56215
p45,56216
p43,56217
p45,56218
p5,56223
p12,56224
p48,56225
p111,56226
p5,56227
p28,56228
p11,56232
p128,56234
p25,56237
p38,56238
p9,56239
p61,56240
p43,56241
p97,56249
p127,56250
p45,56251
p45,56252
p25,56253
p2,56255
p132,56256
p132,56257
p127,56259
p97,56260
p97,56261
p97,56262
p97,56263
p79,56266
p43,56269
p61,56270
p9,56271
p50,56273
p38,56274
p10,56275
p10,56276
p109,56277
p109,56278
p109,56279
p109,56280
p58,56283
p127,56290
p61,56291
p98,56292
p47,56293
p11,56295
p68,56296
p81,56297
p9,56298
p122,56299
p126,56300
p16,56301
p10,56302
p53,56303
p47,56304
p68,56307
p16,56308
p72,56309
p60,56311
p16,56317
p99,56318
p23,56319
p33,56320
p12,56321
p1,56322
p127,56323
p127,56324
p48,56326
p109,56327
p56,56328
p116,56333
p50,56335
p31,56336
p60,56337
p83,56338
p97,56339
p97,56340
p97,56341
p97,56342
p97,56343
p97,56344
p97,56345
p10,56346
p76,56347
p50,56348
p62,56349
p65,56350
p53,56351
p45,56355
p10,56356
p36,56357
p29,56358
p5,56359
p5,56360
p2,56361
p9,56362
p99,56363
p99,56364
p99,56365
p99,56367
p99,56368
p122,56369
p33,56371
p60,56372
p64,56373
p64,56374
p81,56376
p20,56377
p45,56379
p50,56380
p45,56383
p45,56386
p76,56391
p36,56392
p61,56394
p63,56395
p122,56397
p130,56399
p102,56400
p60,56402
p55,56404
p13,56405
p102,56407
p81,56408
p44,56409
p44,56410
p44,56411
p44,56412
p44,56413
p44,56414
p68,56415
p103,56416
p80,56417
p80,56418
p80,56419
p112,56420
p112,56421
p112,56422
p112,56423
p68,56424
p131,56426
p78,56427
p9,56428
p125,56429
p125,56430
p48,56432
p10,56433
p16,56434
p16,56435
p16,56437
p16,56439
p16,56440
p16,56441
p16,56442
p16,56443
p33,56445
p9,56446
p134,56448
p80,56450
p122,56451
p85,56456
p60,56457
p47,56458
p44,56459
p34,56460
p80,56462
p105,56463
p105,56464
p105,56465
p2,56466
p9,56467
p5,56468
p122,56470
p10,56471
p10,56472
p10,56473
p10,56474
p10,56475
p9,56476
p72,56478
p62,56479
p76,56480
p34,56481
p27,56482
p61,56483
p60,56484
p5,56485
p2,56487
p53,56488
p56,56489
p99,56491
p92,56493
p68,56494
p116,56495
p53,56497
p15,56498
p18,56499
p45,56501
p53,56502
p103,56503
p103,56504
p85,56505
p60,56506
p122,56510
p126,56511
p122,56512
p122,56513
p33,56516
p45,56517
p118,56519
p79,56520
p45,56521
p91,56522
p85,56523
p64,56524
p46,56525
p127,56526
p131,56527
p63,56528
p83,56529
p33,56530
p99,56531
p9,56532
p10,56533
p10,56534
p10,56535
p54,56536
p54,56537
p54,56538
p107,56539
p12,56540
p12,56541
p44,56543
p68,56544
p95,56545
p97,56546
p97,56547
p97,56548
p97,56549
p97,56550
p97,56551
p97,56552
p25,56554
p54,56555
p93,56556
p48,56560
p48,56561
p48,56562
p33,56563
p85,56564
p58,56565
p10,56569
p10,56570
p123,56571
p122,56572
p36,56573
p127,56575
p44,56577
p68,56580
p68,56581
p44,56586
p44,56587
p44,56588
p44,56589
p44,56590
p18,56591
p60,56592
p60,56593
p127,56594
p23,56596
p72,56597
p72,56598
p72,56600
p60,56602
p66,56603
p66,56604
p37,56605
p35,56606
p37,56607
p38,56608
p23,56609
p38,56610
p63,56611
p33,56613
p83,56614
p11,56615
p28,56616
p44,56617
p127,56618
p127,56619
p127,56620
p50,56621
p81,56622
p5,56623
p68,56626
p132,56629
p43,56630
p9,56631
p127,56633
p127,56634
p103,56635
p15,56636
p15,56637
p61,56638
p9,56639
p81,56640
p123,56641
p43,56643
p62,56644
p45,56645
p44,56646
p79,56647
p48,56648
p61,56649
p38,56650
p122,56651
p9,56654
p103,56659
p65,56661
p50,56665
p2,56666
p36,56669
p37,56670
p116,56671
p43,56672
p48,56673
p64,56674
p69,56677
p105,56679
p123,56680
p99,56681
p99,56682
p99,56683
p99,56684
p99,56686
p120,56687
p98,56688
p122,56690
p99,56692
p99,56693
p3,56694
p4,56695
p3,56696
p3,56697
p4,56698
p122,56699
p122,56700
p126,56701
p2,56702
p127,56703
p127,56704
p127,56705
p9,56706
p9,56707
p68,56750
p25,56751
p21,56752
p21,56753
p61,56754
p68,56755
p61,56763
p45,56764
p45,56765
p54,56767
p9,56768
p122,56770
p63,56771
p60,56773
p60,56774
p60,56775
p60,56776
p105,56777
p61,56779
p80,56780
p35,56782
p60,56783
p53,56784
p37,56786
p5,56789
p5,56790
p10,56791
p38,56792
p68,56793
p44,56794
p65,56795
p115,56796
p69,56797
p132,56798
p101,56799
p131,56800
p9,56803
p50,56804
p80,56805
p67,56806
p99,56807
p118,56808
p45,56809
p70,56810
p45,56811
p28,56812
p9,56813
p10,56814
p33,56815
p52,56818
p53,56819
p63,56823
p44,56824
p44,56825
p44,56826
p44,56827
p44,56828
p134,56829
p69,56831
p10,56832
p35,56833
p48,56834
p48,56835
p48,56836
p48,56837
p48,56838
p48,56839
p44,56840
p24,56841
p24,56842
p24,56843
p123,56846
p132,56847
p112,56848
p122,56850
p103,56851
p103,56852
p25,56853
p5,56854
p5,56855
p82,56856
p127,56857
p1,56858
p45,56859
p70,56860
p10,56862
p112,56863
p65,56864
p111,56865
p92,56866
p94,56867
p111,56868
p111,56869
p94,56870
p80,56871
p109,56872
p9,56874
p9,56875
p68,56876
p126,56877
p105,56878
p53,56879
p35,56880
p66,56881
p126,56883
p126,56884
p122,56887
p126,56888
p126,56889
p122,56890
p129,56891
p16,56893
p99,56894
p9,56895
p72,56896
p9,56897
p10,56898
p28,56899
p127,56901
p127,56902
p127,56904
p48,56905
p17,56908
p122,56911
p37,56912
p45,56913
p11,56914
p98,56915
p10,56917
p37,56919
p60,56920
p62,56921
p33,56922
p45,56923
p70,56924
p45,56925
p101,56929
p102,56930
p63,56931
p5,56933
p16,56934
p16,56935
p98,56938
p10,56939
p127,56940
p80,56941
p76,56942
p10,56943
p13,56944
p31,56945
p50,56946
p40,56947
p28,56948
p95,56951
p5,56952
p127,56953
p97,56954
p60,56956
p122,56957
p127,56958
p60,56959
p24,56960
p62,56961
p97,56962
p126,56963
p126,56964
p98,56966
p5,56967
p5,56968
p5,56969
p5,56970
p5,56971
p5,56972
p5,56973
p5,56974
p5,56975
p10,56976
p109,56977
p81,56978
p61,56979
p122,56980
p60,56981
p12,56982
p65,56983
p60,56984
p53,56985
p127,56986
p127,56987
p134,56989
p134,56990
p134,56991
p122,56993
p68,56994
p96,56995
p10,56996
p15,56997
p34,56998
p11,57001
p134,57002
p127,57003
p10,57004
p9,57005
p9,57006
p10,57007
p10,57008
p10,57009
p9,57010
p10,57011
p10,57012
p115,57014
p5,57015
p134,57016
p43,57017
p99,57018
p5,57019
p63,57020
p127,57021
p99,57022
p53,57023
p103,57024
p56,57025
p94,57026
p10,57027
p15,57028
p97,57029
p95,57030
p37,57031
p37,57032
p37,57033
p43,57034
p43,57035
p88,57037
p36,57038
p24,57039
p24,57040
p9,57041
p9,57042
p9,57043
p122,57044
p38,57045
p44,57047
p36,57048
p18,57049
p18,57050
p132,57068
p43,57069
p132,57070
p63,57071
p10,57073
p10,57074
p10,57075
p127,57078
p25,57079
p129,57080
p126,57081
p134,57083
p24,57090
p24,57091
p24,57093
p80,57094
p65,57095
p5,57096
p37,57097
p28,57098
p9,57100
p9,57101
p10,57102
p25,57107
p50,57108
p105,57109
p80,57110
p45,57111
p105,57112
p80,57113
p105,57115
p77,57116
p53,57118
p43,57119
p36,57120
p37,57121
